device,timestamp,temperature_C,CO_ppm,CO2_ppm,power_W,anomaly
microwave,2025-10-25 11:33:53.693775,89.19286956387,4.775392802340522,488.0186163501474,795.795339230119,0
microwave,2025-10-25 11:34:03.693775,88.66362815619904,5.050793892961998,433.9795357659414,808.3704129372294,0
microwave,2025-10-25 11:34:13.693775,76.15847383292444,4.405774856525691,443.9004599109613,819.1541164134246,0
microwave,2025-10-25 11:34:23.693775,90.525071601227,3.630725848608776,465.324409263693,747.3595919431734,1
microwave,2025-10-25 11:34:33.693775,89.89855090918702,4.540382979279521,447.7908385220491,788.0033518689365,0
microwave,2025-10-25 11:34:43.693775,85.83018711059107,5.224997686751599,421.3073305588428,832.8003379565184,0
microwave,2025-10-25 11:34:53.693775,89.89919558168997,6.154154925780939,491.7575086006599,783.4554762767112,0
microwave,2025-10-25 11:35:03.693775,88.05994197726083,4.503312418987558,416.2468540262405,806.1126784940435,0
microwave,2025-10-25 11:35:13.693775,92.86415316668332,5.694524233956804,453.35519883909217,818.734604691047,0
microwave,2025-10-25 11:35:23.693775,88.17918885242779,5.492626322663731,506.2713357557327,799.3273138405638,0
microwave,2025-10-25 11:35:33.693775,89.48581735236725,5.404354419156118,427.9928220886396,787.7374876063379,0
microwave,2025-10-25 11:35:43.693775,94.5952293162369,4.884259244553504,487.2452353535828,798.5110330772001,0
microwave,2025-10-25 11:35:53.693775,95.34643484171724,5.804629073715078,444.47638631948365,804.8112776144436,0
microwave,2025-10-25 11:36:03.693775,86.03807761902542,5.29425825947348,418.9578241983713,794.7305464623532,0
microwave,2025-10-25 11:36:13.693775,99.53714080243395,4.855651969863674,447.4325765689441,778.9445974107604,0
microwave,2025-10-25 11:36:23.693775,88.90022417702889,4.894973177486868,425.3354175050492,790.5439873986188,0
microwave,2025-10-25 11:36:33.693775,99.6660136527144,5.26030396974858,438.1060501515326,781.265345277107,0
microwave,2025-10-25 11:36:43.693775,99.53808932821435,4.992185010917517,435.7191379666587,816.8926905912831,0
microwave,2025-10-25 11:36:53.693775,88.90201224311629,5.360607369222948,472.5503477653932,809.3528013527597,0
microwave,2025-10-25 11:37:03.693775,86.72672710956128,4.730412004728759,423.8889426792791,790.954930707725,0
microwave,2025-10-25 11:37:13.693775,88.13696055158299,5.551735834960028,445.864628612816,778.6837228288596,0
microwave,2025-10-25 11:37:23.693775,96.8665113842896,4.960298941304935,484.1461975467088,789.6805422570145,0
microwave,2025-10-25 11:37:33.693775,85.31423782911361,5.222738257135711,481.4030911499887,769.9874479902802,0
microwave,2025-10-25 11:37:43.693775,87.7302095529986,4.955495377799738,477.6113851780204,790.615963035805,0
microwave,2025-10-25 11:37:53.693775,92.91921630213837,4.22933156039945,417.1507946300841,788.9256037803698,0
microwave,2025-10-25 11:38:03.693775,91.66826991862936,5.200506436811391,447.702454911846,787.1230012632715,0
microwave,2025-10-25 11:38:13.693775,90.11722626008684,4.515017434115921,438.3360674762805,824.3422702601696,0
microwave,2025-10-25 11:38:23.693775,92.5021177392668,4.866768638466127,405.49692088045225,785.6210850399574,0
microwave,2025-10-25 11:38:33.693775,100.10353471361492,3.952780526350223,398.5335530908144,796.5147738934681,0
microwave,2025-10-25 11:38:43.693775,95.73490694940368,5.385174929495598,499.96534498426166,785.8866676747343,0
microwave,2025-10-25 11:38:53.693775,86.78721859282153,5.111836350730497,453.4800246667708,797.9387233436258,0
microwave,2025-10-25 11:39:03.693775,94.30525467408827,4.4103046091872855,444.9600631490829,778.1163085262381,0
microwave,2025-10-25 11:39:13.693775,96.36200074780156,4.72447273176917,465.618021097857,770.8642563355957,0
microwave,2025-10-25 11:39:23.693775,86.72248917163,5.426767749299136,454.3043347379902,790.0535570062192,0
microwave,2025-10-25 11:39:33.693775,87.52775994692487,4.901489898109844,422.5973998105942,770.6714912869732,0
microwave,2025-10-25 11:39:43.693775,102.2500166080045,5.386763542210653,410.9854533396201,783.5256248081727,0
microwave,2025-10-25 11:39:53.693775,90.06375772846202,5.634858846603801,422.14413447608894,814.2542170374845,0
microwave,2025-10-25 11:40:03.693775,86.63500840033409,4.102410270076868,436.1809014472439,762.4006655107685,0
microwave,2025-10-25 11:40:13.693775,97.51362853442951,5.236998094656563,455.63856017364526,815.3344228967891,0
microwave,2025-10-25 11:40:23.693775,88.4124284993076,5.349154829989216,458.76185737415886,800.854366103923,0
microwave,2025-10-25 11:40:33.693775,90.7854663911708,5.417066355120882,442.0262296743012,829.0964981932333,0
microwave,2025-10-25 11:40:43.693775,86.28330530186817,5.358213162491695,416.5821809691287,800.142696914021,0
microwave,2025-10-25 11:40:53.693775,84.14455733133326,4.940528839558838,483.58521044062286,827.4984673152209,0
microwave,2025-10-25 11:41:03.693775,97.30572379691122,5.088045146990816,445.4899168906784,798.489213043667,0
microwave,2025-10-25 11:41:13.693775,87.10001278861583,4.605436072101399,406.97646437175393,763.8127250633626,0
microwave,2025-10-25 11:41:23.693775,89.87877001253189,5.168557146589327,494.2566847989794,787.1947374604621,0
microwave,2025-10-25 11:41:33.693775,87.06919877555673,5.68387167824912,441.4399612267427,815.6690050362204,0
microwave,2025-10-25 11:41:43.693775,87.24707791380303,5.079650386367362,426.0749059547086,794.8750553869759,0
microwave,2025-10-25 11:41:53.693775,87.51548944226376,4.85727741087908,455.7716248965151,793.0169243013879,0
microwave,2025-10-25 11:42:03.693775,84.84234940335513,4.720038273515912,488.7115949917666,797.4740033767457,0
microwave,2025-10-25 11:42:13.693775,81.09337407661033,4.737545558028899,484.97938231160623,820.3713144985093,0
microwave,2025-10-25 11:42:23.693775,99.8684574203762,3.943237299919679,470.8196413295051,803.1323208634886,0
microwave,2025-10-25 11:42:33.693775,92.57515189811562,4.5619096252145015,417.5009046239116,762.8750504570468,0
microwave,2025-10-25 11:42:43.693775,83.6894789092949,5.693055787397342,470.2759617902614,792.297207314667,0
microwave,2025-10-25 11:42:53.693775,85.68297887728966,5.2347436307811845,474.1888814221968,799.1509309064035,0
microwave,2025-10-25 11:43:03.693775,89.28037083115966,4.374290155668218,403.3850694158904,785.2563073082018,0
microwave,2025-10-25 11:43:13.693775,88.44573806141146,4.693877710556158,446.3131098973825,813.4882674306415,0
microwave,2025-10-25 11:43:23.693775,87.98546549556542,5.376681877246433,465.052626275257,811.5200150812443,0
microwave,2025-10-25 11:43:33.693775,87.04259984877535,5.48837178276807,432.41058468499847,802.1439621400293,0
microwave,2025-10-25 11:43:43.693775,86.71433479790107,4.9327428538100015,458.9375809080856,807.3439146939255,0
microwave,2025-10-25 11:43:53.693775,91.31998079871178,4.927717527627076,470.3184112661472,785.478538922451,0
microwave,2025-10-25 11:44:03.693775,90.09736147987016,4.510203474883711,457.0788280935449,788.692643798487,0
microwave,2025-10-25 11:44:13.693775,83.67557676206152,4.886017430318141,454.4728206937576,810.1539580888771,0
microwave,2025-10-25 11:44:23.693775,86.63480595830016,4.715837928876459,474.7432066939302,787.8509920936467,0
microwave,2025-10-25 11:44:33.693775,83.41957618101192,5.819040068777109,501.6627201561645,810.3748519254166,0
microwave,2025-10-25 11:44:43.693775,92.1734885570197,5.24254702393088,413.8573390545058,821.1006042964983,0
microwave,2025-10-25 11:44:53.693775,89.08948804599996,6.185231671685852,388.72775207606566,801.9676040158733,0
microwave,2025-10-25 11:45:03.693775,90.00721212011484,4.737906454323007,481.3087711157515,819.7537369192365,0
microwave,2025-10-25 11:45:13.693775,99.17087045121656,5.503799490896175,482.5372041784934,819.3145714617845,0
microwave,2025-10-25 11:45:23.693775,89.0861915661772,4.117561527727613,474.9002767904893,839.4337321161014,0
microwave,2025-10-25 11:45:33.693775,95.80725129061696,5.498643617382193,441.63638555756046,789.9664110486179,0
microwave,2025-10-25 11:45:43.693775,92.96208551275318,5.246932393123574,456.2055132466584,782.4755494979422,0
microwave,2025-10-25 11:45:53.693775,89.04063224188396,5.498730653898344,432.5637768259572,824.6557359009665,0
microwave,2025-10-25 11:46:03.693775,90.0081705663835,5.15599408207552,456.62402093280326,787.3485180932531,0
microwave,2025-10-25 11:46:13.693775,88.42684841169881,5.326467647829818,491.5832697832932,785.3951913720413,0
microwave,2025-10-25 11:46:23.693775,85.73869840478345,4.968729674279862,412.3456445308248,830.0732887983471,0
microwave,2025-10-25 11:46:33.693775,98.36142720703874,4.8947115628919455,430.31070169112,762.8865596549238,0
microwave,2025-10-25 11:46:43.693775,87.2961276097413,5.006644647548522,435.6222049872923,771.5961157518767,0
microwave,2025-10-25 11:46:53.693775,92.8889259087817,5.106331744117559,449.5132344446301,804.0485656649712,0
microwave,2025-10-25 11:47:03.693775,89.09906239566034,5.280847590565768,439.200810431136,751.9282948546789,0
microwave,2025-10-25 11:47:13.693775,97.22755819881633,4.886092310517482,427.4630077294798,800.7137043164971,0
microwave,2025-10-25 11:47:23.693775,79.00536986129799,5.073188757592172,441.5342124687692,852.6348542543217,0
microwave,2025-10-25 11:47:33.693775,85.02103656780628,4.821433215337603,442.44689681105257,789.9986377467411,0
microwave,2025-10-25 11:47:43.693775,98.85398406188068,4.297471303799692,440.2368475110175,824.9523182624306,0
microwave,2025-10-25 11:47:53.693775,93.16351978048132,4.647913624638901,424.8471410091332,789.5079822619367,0
microwave,2025-10-25 11:48:03.693775,89.95370503301753,5.0840083977243244,442.9789115907247,827.7971949985404,0
microwave,2025-10-25 11:48:13.693775,95.768780701328,4.769678324844441,463.9494788095346,796.8293481646762,0
microwave,2025-10-25 11:48:23.693775,83.90719080744474,5.456436262390302,412.0865805399175,794.5379038365962,0
microwave,2025-10-25 11:48:33.693775,91.73124131824385,4.744968559324316,430.3458529197418,812.5212439469252,0
microwave,2025-10-25 11:48:43.693775,96.62627058567416,6.21156783307333,449.105757947579,805.9187828752231,0
microwave,2025-10-25 11:48:53.693775,89.3854844834149,5.577242517452207,453.4740663776261,805.020000739548,0
microwave,2025-10-25 11:49:03.693775,83.4357203239742,5.925950825689838,505.08976247084166,810.7007876579934,0
microwave,2025-10-25 11:49:13.693775,79.06430744355094,5.436133830982106,464.3993984931818,811.9781509303306,0
microwave,2025-10-25 11:49:23.693775,78.70415921869838,5.445346815307556,467.49468957332886,799.4320331533371,0
microwave,2025-10-25 11:49:33.693775,80.71419912324504,4.53384355821352,421.5245323866508,805.4504058715637,0
microwave,2025-10-25 11:49:43.693775,90.22583090513469,5.889278083822811,449.612109613132,796.2537453109223,0
microwave,2025-10-25 11:49:53.693775,89.13445413167864,5.17041185630137,470.0581838737155,790.7715439114605,0
microwave,2025-10-25 11:50:03.693775,85.58666384635735,4.362398833645304,420.62249044071166,800.1223510819123,0
microwave,2025-10-25 11:50:13.693775,88.0485627697911,5.395863112178894,402.67858567623193,792.0057492028112,0
microwave,2025-10-25 11:50:23.693775,91.9858279677041,4.557753443125093,444.0683398718252,801.9738194519065,0
microwave,2025-10-25 11:50:33.693775,88.33764560569776,4.674271937531682,444.9236132264377,792.6424670845754,0
microwave,2025-10-25 11:50:43.693775,95.26970933537848,4.15051285871961,395.6355875330895,789.1998668127089,0
microwave,2025-10-25 11:50:53.693775,92.97617937170178,4.552249289548878,452.35361698161336,798.7430938048835,0
microwave,2025-10-25 11:51:03.693775,86.30389790457903,4.931598319677698,507.1979971523455,783.0253906013088,0
microwave,2025-10-25 11:51:13.693775,88.1891240143077,4.714010387093477,411.4068802089948,806.605557870091,0
microwave,2025-10-25 11:51:23.693775,86.09569980021067,4.4278413863718855,453.1492500419947,813.8177960918981,0
microwave,2025-10-25 11:51:33.693775,88.51263918157896,4.910965317238282,462.9102294057837,786.3823001599452,0
microwave,2025-10-25 11:51:43.693775,87.27742988888735,5.377325319110249,458.8578709876004,795.9127285306796,0
microwave,2025-10-25 11:51:53.693775,75.44552924658113,5.22476144726248,488.5480700120183,785.56377376276,0
microwave,2025-10-25 11:52:03.693775,89.94209615967361,5.146684215693659,423.61836920495415,824.3978145639195,0
microwave,2025-10-25 11:52:13.693775,88.8720845004368,4.532614324886081,457.21524271672473,843.9670326750316,0
microwave,2025-10-25 11:52:23.693775,91.5165913503435,4.385054997676286,438.8914806361397,826.8134551018076,0
microwave,2025-10-25 11:52:33.693775,89.50152150278755,5.284083863553593,476.5861529143157,783.6070330967316,0
microwave,2025-10-25 11:52:43.693775,87.03702511444729,4.8543076647185766,419.373194723526,819.8943287161301,0
microwave,2025-10-25 11:52:53.693775,92.7451405866859,4.686353970347968,458.1278145415383,822.8888393747458,0
microwave,2025-10-25 11:53:03.693775,96.06356548269024,5.171741772736889,425.8899188513831,789.9949196948915,0
microwave,2025-10-25 11:53:13.693775,92.29370317651228,4.897617894078139,414.6457309903026,790.152589159862,0
microwave,2025-10-25 11:53:23.693775,93.57932999456048,4.581065222519863,436.388584202392,798.2585816969457,0
microwave,2025-10-25 11:53:33.693775,92.51249162665576,5.360796595098294,515.3477923860329,807.5996435367192,0
microwave,2025-10-25 11:53:43.693775,89.62976788248233,4.03099726779765,458.9012827693408,786.8048920007485,0
microwave,2025-10-25 11:53:53.693775,93.76989613269974,4.745107636534445,437.1888857825252,771.7357674200588,0
microwave,2025-10-25 11:54:03.693775,91.01734545379722,4.99074845354854,456.2647724175699,860.6226155738398,0
microwave,2025-10-25 11:54:13.693775,94.79196440767387,4.99334625775121,433.1624353090632,779.1647651160132,0
microwave,2025-10-25 11:54:23.693775,91.14933772180294,5.554595639407533,453.96847206920313,804.7358951883136,0
microwave,2025-10-25 11:54:33.693775,93.8146645010128,6.209821856254045,497.66290562275697,805.2757668005235,0
microwave,2025-10-25 11:54:43.693775,92.8182014605318,4.710674013933169,424.4856027425073,840.1733605252501,0
microwave,2025-10-25 11:54:53.693775,99.38072985324108,4.714107089613743,446.39784936463343,820.5961979797886,0
microwave,2025-10-25 11:55:03.693775,90.25836923847538,4.38896877743613,527.2199477024011,826.2073301084939,0
microwave,2025-10-25 11:55:13.693775,91.12976047764045,5.109244440783989,406.66717054376056,846.5901003687158,0
microwave,2025-10-25 11:55:23.693775,85.39998547933517,4.502461555240177,442.8898969168527,798.4645185329464,0
microwave,2025-10-25 11:55:33.693775,93.02664215889614,5.700804635274157,461.3888147476692,797.7243968787972,0
microwave,2025-10-25 11:55:43.693775,87.50657609922197,5.906984921858179,420.52337838757495,782.8901429942407,0
microwave,2025-10-25 11:55:53.693775,78.49465693394386,5.210419208076617,504.7778674162787,823.2207779568083,0
microwave,2025-10-25 11:56:03.693775,88.10489991547946,3.766932188221604,461.03833655031394,864.1846767563013,0
microwave,2025-10-25 11:56:13.693775,93.00073838913332,4.936215628730974,478.1224715630159,771.1319332115337,0
microwave,2025-10-25 11:56:23.693775,89.38507339621542,5.142582356920989,458.5320990738141,789.0148619978445,0
microwave,2025-10-25 11:56:33.693775,89.2012012016582,6.184504391716101,443.1979638584812,827.550576797052,0
microwave,2025-10-25 11:56:43.693775,100.98678190773272,5.679551591454042,422.61148228576354,814.33959832727,0
microwave,2025-10-25 11:56:53.693775,86.04991992400592,5.629013793132476,450.0009145422098,820.6639804905686,0
microwave,2025-10-25 11:57:03.693775,88.14132577165951,4.685619095981265,433.39901423727537,795.949059841454,0
microwave,2025-10-25 11:57:13.693775,99.38848760252664,5.75201541625617,419.0386143027954,849.9950137302245,0
microwave,2025-10-25 11:57:23.693775,91.17920518055752,4.469291568423187,462.305325410356,799.3174714816076,0
microwave,2025-10-25 11:57:33.693775,89.3970935399705,4.382503926026657,509.8228227887005,813.3387095883799,0
microwave,2025-10-25 11:57:43.693775,97.25448989160525,4.568125691563429,387.499973413588,807.2888419031672,0
microwave,2025-10-25 11:57:53.693775,90.37021939129322,5.005254140875998,482.61709667861567,818.2759222551495,0
microwave,2025-10-25 11:58:03.693775,90.19644959095255,4.606944331678948,465.7972571411765,817.6048923330121,0
microwave,2025-10-25 11:58:13.693775,89.94221433626306,5.222585862238572,455.6189191010956,785.9137371671594,0
microwave,2025-10-25 11:58:23.693775,91.04322156844977,4.701750776673132,456.4990935652545,813.9207091152377,0
microwave,2025-10-25 11:58:33.693775,85.61520651292524,5.143679384724465,492.9159709097388,821.9796774363972,0
microwave,2025-10-25 11:58:43.693775,96.05711093355768,5.3026677801883055,442.824511985408,783.1854775944487,0
microwave,2025-10-25 11:58:53.693775,95.52843694943472,5.07263173866642,447.50914345155513,776.0049362752505,0
microwave,2025-10-25 11:59:03.693775,82.5175209212628,5.439080314402207,419.6432151467913,780.4842367302527,0
microwave,2025-10-25 11:59:13.693775,86.7809104649799,5.096914968495684,468.6259201908059,822.4116252493134,0
microwave,2025-10-25 11:59:23.693775,98.7163683648578,4.151351355234742,451.1996440884183,794.5408613955414,0
microwave,2025-10-25 11:59:33.693775,97.38353132489208,5.054505129229467,471.0042801853118,785.3885663447946,0
microwave,2025-10-25 11:59:43.693775,87.99258032035449,5.463802639003816,454.27224372027,797.2311048688725,0
microwave,2025-10-25 11:59:53.693775,87.06791440598866,5.059408059102065,412.85670929469495,850.7613630404396,0
microwave,2025-10-25 12:00:03.693775,92.1604688250281,5.04294899555493,465.402086000478,804.242177948797,0
microwave,2025-10-25 12:00:13.693775,85.49401084586255,4.949146993676809,450.9612937139082,809.6010563761168,0
microwave,2025-10-25 12:00:23.693775,88.60375846631338,4.264468541652683,437.7594192203495,813.9589301772365,0
microwave,2025-10-25 12:00:33.693775,88.12967528715454,4.312398321298296,463.13166578212105,784.9114048096568,0
microwave,2025-10-25 12:00:43.693775,91.58084362530694,5.376419825378655,464.3500916292081,797.7043520172851,0
microwave,2025-10-25 12:00:53.693775,85.55122152771031,4.82080299222175,456.7476170449105,809.3971978799557,0
microwave,2025-10-25 12:01:03.693775,96.9618295438714,4.905055772227633,430.9280006450416,797.1971326457301,0
microwave,2025-10-25 12:01:13.693775,92.53777024618589,4.908721142691378,446.03177465617176,792.0880111196183,0
microwave,2025-10-25 12:01:23.693775,95.05297927040344,4.53682315164193,484.026728195274,788.1279568217157,0
microwave,2025-10-25 12:01:33.693775,90.06541758133851,5.345692068710665,444.6737081197901,809.3111037483868,0
microwave,2025-10-25 12:01:43.693775,90.87708590382616,5.349936777308537,467.5373001077989,822.8604238790797,0
microwave,2025-10-25 12:01:53.693775,93.8602057129177,5.27390408141595,471.9269967771263,779.3742233788637,0
microwave,2025-10-25 12:02:03.693775,82.17036866957132,4.720425572933411,459.3593583433275,820.7376480414689,0
microwave,2025-10-25 12:02:13.693775,90.07270882125482,4.645726787580835,468.7431453394509,802.4269549498221,0
microwave,2025-10-25 12:02:23.693775,101.62267485808866,5.178184724458139,460.8866721270082,817.0731743747239,0
microwave,2025-10-25 12:02:33.693775,95.16247402915208,5.259566107969437,470.6465475987722,789.3575911267052,0
microwave,2025-10-25 12:02:43.693775,95.60053189095638,4.406079778921392,408.3068400674202,793.4687472053989,0
microwave,2025-10-25 12:02:53.693775,96.36705773535928,4.597904161883287,468.5774131184268,793.7647423819592,0
microwave,2025-10-25 12:03:03.693775,87.72094141493834,4.379063172858525,453.41145201477286,783.7633579973024,0
microwave,2025-10-25 12:03:13.693775,86.17982215401305,5.043640186209065,424.42332661361513,776.97512308159,0
microwave,2025-10-25 12:03:23.693775,95.5341829949721,4.459211000639823,451.9417088870685,804.6510329618023,0
microwave,2025-10-25 12:03:33.693775,78.09397938498878,4.941442791223694,398.7901327621784,793.3302569949094,0
microwave,2025-10-25 12:03:43.693775,88.44310786950871,4.939409856695944,430.4930456667715,823.8727296905455,0
microwave,2025-10-25 12:03:53.693775,91.05261655165116,4.34278565781931,468.4729742547754,786.256219732133,0
microwave,2025-10-25 12:04:03.693775,92.25628767700265,5.302820695159628,471.41766959980566,795.782628416241,0
microwave,2025-10-25 12:04:13.693775,83.94353474758795,4.274844490825071,450.7906121274915,767.7518715071999,0
microwave,2025-10-25 12:04:23.693775,87.94156511554422,4.179307026342108,454.76758585178425,812.6520136357627,0
microwave,2025-10-25 12:04:33.693775,86.84809988875548,5.122826083010501,465.7086830740462,785.1892529055343,0
microwave,2025-10-25 12:04:43.693775,90.1382357721914,4.213416691279366,463.5254673376213,826.1794500774203,0
microwave,2025-10-25 12:04:53.693775,89.96135021617035,4.844471662058052,456.78786085644623,789.1378012516178,0
microwave,2025-10-25 12:05:03.693775,83.67082433436615,5.366228958733575,493.8140499052754,832.8458570368041,0
microwave,2025-10-25 12:05:13.693775,79.34931155134711,5.025707891008375,393.5196036842008,791.0326826515115,0
microwave,2025-10-25 12:05:23.693775,90.43981661712064,4.57588328038473,422.2854386783424,823.5993798418901,0
microwave,2025-10-25 12:05:33.693775,88.47500767671687,5.1081099785175885,438.44173572767306,787.4675657736318,0
microwave,2025-10-25 12:05:43.693775,87.03459584485628,6.4004220100099385,468.5627893719731,826.3445255709275,0
microwave,2025-10-25 12:05:53.693775,89.44049291302723,5.334782815944433,397.1395287033599,819.8181557390965,0
microwave,2025-10-25 12:06:03.693775,91.38434281909228,4.91186509058133,428.0487768487311,786.9198324564658,0
microwave,2025-10-25 12:06:13.693775,87.73065861735876,5.009929172310004,411.6290169351898,820.3064894377871,0
microwave,2025-10-25 12:06:23.693775,81.93679656402878,5.139535517904424,409.2272959370735,818.5879509045417,0
microwave,2025-10-25 12:06:33.693775,92.78004420283403,5.527618358282076,425.6353437302353,805.6400790997425,0
microwave,2025-10-25 12:06:43.693775,87.63246820225666,4.99456547672391,476.3571953174322,806.6213281180851,0
microwave,2025-10-25 12:06:53.693775,90.23539362568152,4.589115645545942,446.3700066991635,830.9308151712695,0
microwave,2025-10-25 12:07:03.693775,90.4258474557055,5.739021573608957,449.3301273450671,820.9335472057305,0
microwave,2025-10-25 12:07:13.693775,91.1357309076936,5.331103881020545,460.7718881633757,821.4903120812398,0
microwave,2025-10-25 12:07:23.693775,87.36166439187785,4.608588995522627,472.2196651829778,795.0340344747239,0
microwave,2025-10-25 12:07:33.693775,94.3338434749181,5.409183809466713,473.6937276804032,808.162570655616,0
microwave,2025-10-25 12:07:43.693775,85.29918054102237,5.039331643314759,480.9811485274601,806.5834135295763,0
microwave,2025-10-25 12:07:53.693775,88.30656172155298,5.030372726376906,492.6716768214322,786.6676743946153,0
microwave,2025-10-25 12:08:03.693775,82.91185572521611,4.601352681404058,457.46381436011154,815.8142969622963,0
microwave,2025-10-25 12:08:13.693775,91.09286133760898,4.716789476550696,444.9818468177647,783.9099492580538,0
microwave,2025-10-25 12:08:23.693775,90.15587369264884,5.25947551412366,454.2068530842162,804.1001315212587,0
microwave,2025-10-25 12:08:33.693775,91.06577110365012,4.214389205630448,492.0905652151391,783.1636932818919,0
microwave,2025-10-25 12:08:43.693775,96.84536305499677,5.388413730453825,436.57080922775015,802.0079487154738,0
microwave,2025-10-25 12:08:53.693775,86.12396330456816,4.304964205142993,486.1646736590179,772.6838843506032,0
microwave,2025-10-25 12:09:03.693775,89.84905261771394,5.203344774683516,413.46719576075486,801.529629593824,0
microwave,2025-10-25 12:09:13.693775,95.37892336106567,5.189381296662822,454.8325278232781,774.1697978547163,0
microwave,2025-10-25 12:09:23.693775,92.34921278112849,5.306917917037603,454.0593530206832,833.0193512756936,0
microwave,2025-10-25 12:09:33.693775,94.10737410660788,4.886073964354936,418.87581609284064,826.8617898221507,0
microwave,2025-10-25 12:09:43.693775,77.45480644514308,5.332248893714766,464.876689183904,806.9034740995419,0
microwave,2025-10-25 12:09:53.693775,81.19481555797985,4.1428082385665,451.43610031744913,827.8506512427714,0
microwave,2025-10-25 12:10:03.693775,87.19142631394142,5.0120019526297535,456.2253482487576,797.7982917826197,0
microwave,2025-10-25 12:10:13.693775,89.38364427836102,5.357688443061326,419.7489073216362,794.2227912776325,0
microwave,2025-10-25 12:10:23.693775,92.42078012851192,5.049748135138792,454.22233505276944,795.9606919806142,0
microwave,2025-10-25 12:10:33.693775,94.80541901823548,4.8958722517300926,448.95006426109967,772.4804499638886,0
microwave,2025-10-25 12:10:43.693775,85.60590479233726,5.263996424290999,436.70419977569287,771.2392757829605,0
microwave,2025-10-25 12:10:53.693775,83.97219670303856,5.49626703853416,454.8668495301957,800.9011881245922,0
microwave,2025-10-25 12:11:03.693775,88.82634655603108,5.329766842110308,434.329433292854,828.5646599073273,0
microwave,2025-10-25 12:11:13.693775,87.98960677109669,4.880667898694481,442.92842391950296,851.0757141288751,0
microwave,2025-10-25 12:11:23.693775,83.75208046405349,4.387886252391194,463.1153983104281,832.2827712603203,0
microwave,2025-10-25 12:11:33.693775,95.38634834121991,5.2656366933512215,471.4548466730658,801.0994740502917,0
microwave,2025-10-25 12:11:43.693775,99.22814181232268,5.195668511693577,455.6705680796719,817.4410608539946,0
microwave,2025-10-25 12:11:53.693775,85.08214427005522,4.916560510669857,443.8762507277757,797.4087227026745,0
microwave,2025-10-25 12:12:03.693775,88.39636491282529,5.538421835379756,453.4177584590306,824.0259327286038,0
microwave,2025-10-25 12:12:13.693775,84.55422736697982,4.736392017471551,406.9895314192888,809.6429809519833,0
microwave,2025-10-25 12:12:23.693775,94.31104681659208,5.273437263088725,421.97634849486695,839.3765860229103,0
microwave,2025-10-25 12:12:33.693775,96.71494021571138,4.951268853913426,477.47361353145817,786.2437932153111,0
microwave,2025-10-25 12:12:43.693775,77.46723070747201,4.832120519312611,433.3600373067489,809.1886078000812,0
microwave,2025-10-25 12:12:53.693775,80.99361516485382,4.939828623360124,415.1423828487194,814.8413883777214,0
microwave,2025-10-25 12:13:03.693775,93.12024902102652,5.899567566499752,442.1300257790724,794.5247051825476,0
microwave,2025-10-25 12:13:13.693775,84.48017944898997,5.159965168226963,462.3602734166996,802.8405788038594,0
microwave,2025-10-25 12:13:23.693775,94.65788915170596,4.902467720911552,404.8589640224116,764.2090656580002,0
microwave,2025-10-25 12:13:33.693775,92.0600839651646,6.440805115976955,411.2316380717008,807.2151708869732,0
microwave,2025-10-25 12:13:43.693775,86.00472369412184,6.125171160512522,459.9989985740686,811.6107686821828,0
